Soil_Drift,Rainfall,Slope_Angle,Temperature,Landslide_Occurrence
3.745401188473625,37.36408184666985,21.899949329699112,25.525782734886956,0
9.50714306409916,33.291209623140325,5.535359867961347,18.371698141367723,0
7.319939418114051,17.615391250286006,10.399190831096586,38.57994099455763,0
5.986584841970366,60.726667010148795,19.898419105734547,8.759138039369528,0
1.5601864044243652,47.66241605086289,14.462680335734397,23.514256639957626,0
1.5599452033620265,86.57009923240037,22.157131159046813,28.008400599608905,0
0.5808361216819946,3.2109580482058253,28.83623703668579,33.022579573815264,0
8.661761457749352,64.38679275551263,3.496400631455925,16.278841217120284,0
6.011150117432088,76.29488785115612,21.28703149194183,27.47687630629926,0
7.080725777960454,75.94865691883071,6.910324668963436,12.128058855371311,0
0.20584494295802447,88.60739670955252,12.434301822227077,17.419043694472812,0
9.699098521619943,72.9033742829494,0.9858817738541947,35.82508524813597,0
8.324426408004218,92.78100616476964,4.0772214687809685,37.996304373238175,0
2.1233911067827616,33.26565998208915,9.59331867146699,28.75269387709059,0
1.8182496720710062,50.32094167515431,10.259574158639548,14.974075631047402,0
1.8340450985343382,1.4079663282890675,26.987556493862872,32.80231159898656,0
3.0424224295953772,0.6957587303291213,22.254387277995452,1.0346832690168073,0
5.247564316322379,24.012662045151988,29.16548904561123,4.109836421576842,0
4.319450186421157,10.080719713908525,17.972145310057215,26.454949455014443,0
2.9122914019804194,26.021136793575362,7.251411962739539,11.649943010802296,0
6.118528947223795,17.70432945283974,9.829650897649286,38.05544873601911,0
1.3949386065204183,2.852002483864824,9.595077698759013,17.44242448369219,0
2.9214464853521815,90.93041464060494,9.794829829897548,17.17459281556708,0
3.663618432936917,0.8223131388891525,20.18892519335447,27.12318040763725,0
4.56069984217036,73.60821443370854,15.924237842712486,30.702742492247587,0
7.851759613930136,15.214788691951654,11.562725342599329,19.02234952500546,0
1.9967378215835974,91.22296219996,4.472693061861498,8.560036068468966,0
5.142344384136116,89.27959395898858,0.6641748882643772,30.932345709024865,0
5.924145688620425,65.39011463692573,6.565040327630777,12.814050994945102,0
0.46450412719997725,67.22341498006051,3.224142119060438,7.004430771754304,0
6.075448519014383,0.5339141969688543,23.563350925567182,25.265607597000532,0
1.7052412368729153,98.4871566113602,3.3749387344165616,3.618146679614016,0
0.6505159298527952,87.78326035758144,21.726847119205086,38.854107003442195,0
9.488855372533333,89.5106225730092,11.569760693282479,25.295890576485476,0
9.656320330745594,65.92445370508719,2.2013516923132794,39.435820836870235,0
8.08397348116461,34.47869286545365,24.381901482947573,13.555736939145442,0
3.0461376917337066,89.36486490904808,17.3889171070984,38.848206447615915,0
0.9767211400638387,29.151692815119233,7.072845385907192,5.822489909144943,0
6.842330265121569,56.271154334220284,26.840435229980038,1.627790893881138,0
4.4015249373960135,9.97309723438824,1.3577494161165438,1.3193624181841024,0
1.2203823484477883,92.19556301327502,6.054588245932887,18.594814823969084,0
4.951769101112702,14.077045777121333,22.56140783417583,3.320167899143791,0
0.34388521115218396,22.489680573040726,21.281337909296674,20.48671536670407,0
9.093204020787821,55.813415812821496,8.67815081173434,13.100020140356019,0
2.587799816000169,76.40930002129815,1.8607462605834935,13.425159698964624,0
6.62522284353982,61.93513059362989,25.742342166748315,25.424359861806792,0
3.1171107608941098,23.213391280015617,9.410929142097078,6.523920246064807,0
5.200680211778108,0.09430425274903342,5.871402447847957,30.66213481358924,0
5.4671027934327965,75.71505803074392,15.481854670829312,23.28123679114539,0
1.8485445552552704,98.52073259110938,27.30681597847342,36.59778515390044,0
9.695846277645586,80.99131203060904,1.3063973353012603,14.593626150700935,0
7.7513282336111455,46.02066181566153,22.97412264092663,39.30859968268502,0
9.394989415641891,90.37672613991066,17.17419683816127,23.033105868560927,0
8.948273504276488,40.984767311835,12.763473496554509,38.93607824750135,0
5.978999788110851,52.493408424346754,22.3224133231518,1.0824261618846132,0
9.218742350231167,47.712976739568326,28.97473273324897,29.119052896495518,0
0.884925020519195,44.762387266552494,6.876186334880731,32.66486097170945,0
1.959828624191452,77.51907692939058,4.309420952163588,2.126931467059503,0
0.45227288910538066,52.676890726949196,27.386452356680913,23.15878656064983,0
3.2533033076326436,31.671712202521608,20.068592323719113,32.07769174357794,0
3.8867728968948203,25.81581676584783,13.13958064685898,22.44154900892291,0
2.713490317738959,3.7747316967433386,17.19778710792849,2.5525436162186654,0
8.287375091519294,58.3195161883046,22.36841715528732,27.737889635932458,0
3.567533266935893,22.99614154010342,23.190956961171516,2.4238765869323453,0
2.8093450968738076,14.813392201638308,27.596825424568937,32.69875580065754,0
5.426960831582485,65.38299638276777,12.80528366686868,1.7213673322677758,0
1.4092422497476265,68.12092578215488,8.802327300581851,5.495895240414832,0
8.021969807540398,75.21548922576659,19.189928003695258,11.00430362093074,0
0.7455064367977082,50.357689633859145,12.47183697838591,25.334591690432,0
9.868869366005173,89.40546052038866,17.83795361846934,39.05436398525224,0
7.722447692966574,93.63427533982278,12.599573953678506,4.712914104797377,0
1.987156815341724,80.73709397924894,4.589873600345235,5.708306768556737,0
0.05522117123602399,63.55934820081872,14.082802549768752,14.754815868039213,0
8.154614284548341,30.372095359118866,20.727534658230983,33.44876551021281,0
7.068573438476172,98.29449216202212,23.978514230029496,18.689238110032566,0
7.2900716804098735,27.413616719193833,14.799788303896404,12.864424010232867,0
7.712703466859457,20.265692199043105,4.957136706312028,22.44815328835445,0
0.7404465173409036,44.215411378658274,12.440631289482948,10.420927897830001,0
3.5846572854427263,5.684057071238846,23.58881786525095,16.046396289900837,0
1.1586905952512971,97.84944646717908,12.385778118512185,13.304205969281675,0
8.631034258755935,58.84335564164248,20.89592380812667,32.165640896585835,1
6.232981268275579,55.69520916641753,15.216410450342693,36.97022905752003,0
3.308980248526492,65.57962798997198,7.236693753281901,30.382887686276476,0
0.6355835028602363,49.70236477772067,23.884515240692227,17.56334304119934,0
3.109823217156622,3.2063517094541583,2.526403622120611,20.17339909986655,0
3.2518332202674705,61.23112888403968,15.746708482654517,5.002947757177427,0
7.29606178338064,71.61738769564306,6.266731027302148,29.874588445381512,0
6.3755747135521315,41.67490606240531,2.0119688562412694,23.859027175801764,0
8.872127425763265,75.72955720711929,15.088018112497465,36.097599845497456,0
4.722149251619493,22.70012993384206,14.986864678047707,8.024445743006128,0
1.195942459383017,22.127659106618403,21.207027050271627,30.389044877304485,0
7.13244787222995,16.141698768757394,22.342520791557146,27.386866468767586,0
7.607850486168974,37.19947597891618,21.833744660786902,10.633821352390086,0
5.612771975694963,84.70120353890836,12.28676198750265,26.695145581633003,0
7.70967179954561,82.79120621490644,18.950693616796876,36.974935223065984,0
4.937955963643907,38.28242079635038,17.30835727931881,36.73743950668475,0
5.227328293819941,58.911873598023654,12.646852683507587,28.78506298064565,0
4.275410183585496,72.08163164749156,17.916380825579797,1.9229245013624041,0
0.2541912674409519,24.1206774628023,28.417436301187877,34.89057349280646,0
1.0789142699330445,16.814108589474706,5.78681231044132,26.311144280181598,0
0.3142918568673425,97.2095993212311,27.17316287356579,12.417370127309377,0
6.364104112637804,61.75573132096185,1.603665419495951,7.490014468227972,0
