Temperature,Humidity,Wind_Speed,Rainfall,Dryness_Index,Wildfire_Occurrence
14.9816047538945,37.36408184666985,21.899949329699112,12.762891367443478,29.89120412044165,0
38.02857225639664,33.291209623140325,5.535359867961347,9.185849070683862,9.481777516205803,0
29.279757672456203,17.615391250286006,10.399190831096586,19.289970497278816,12.635922497221596,0
23.946339367881464,60.726667010148795,19.898419105734547,4.379569019684764,18.06711281809218,0
6.240745617697461,47.66241605086289,14.462680335734397,11.757128319978813,20.365333436494836,0
6.239780813448106,86.57009923240037,22.157131159046813,14.004200299804452,24.226180921054407,0
2.3233444867279784,3.2109580482058253,28.83623703668579,16.511289786907632,25.54600289634944,0
34.647045830997406,64.38679275551263,3.496400631455925,8.139420608560142,45.57163454875359,0
24.04460046972835,76.29488785115612,21.28703149194183,13.73843815314963,50.95731908260412,0
28.322903111841818,75.94865691883071,6.910324668963436,6.0640294276856554,30.887920812635596,0
0.8233797718320979,88.60739670955252,12.434301822227077,8.709521847236406,90.72964199207281,0
38.79639408647977,72.9033742829494,0.9858817738541947,17.912542624067985,55.31397233389546,0
33.29770563201687,92.78100616476964,4.0772214687809685,18.998152186619087,78.74769280334067,0
8.493564427131046,33.26565998208915,9.59331867146699,14.376346938545295,92.42378324208434,0
7.272998688284025,50.32094167515431,10.259574158639548,7.487037815523701,16.31351145758052,0
7.336180394137353,1.4079663282890675,26.987556493862872,16.40115579949328,42.78744837156345,0
12.169689718381509,0.6957587303291213,22.254387277995452,0.5173416345084036,43.32104017146088,0
20.990257265289515,24.012662045151988,29.16548904561123,2.054918210788421,35.44722504383542,0
17.27780074568463,10.080719713908525,17.972145310057215,13.227474727507222,0.890586655163994,0
11.649165607921677,26.021136793575362,7.251411962739539,5.824971505401148,81.59721077780951,0
24.47411578889518,17.70432945283974,9.829650897649286,19.027724368009554,11.15593215539028,0
5.579754426081673,2.852002483864824,9.595077698759013,8.721212241846095,99.54805979217589,0
11.685785941408726,90.93041464060494,9.794829829897548,8.58729640778354,77.29584919111817,0
14.654473731747668,0.8223131388891525,20.18892519335447,13.561590203818625,58.00100176065145,0
18.24279936868144,73.60821443370854,15.924237842712486,15.351371246123794,15.460641774159745,0
31.407038455720546,15.214788691951654,11.562725342599329,9.51117476250273,51.5392971393247,1
7.986951286334389,91.22296219996,4.472693061861498,4.280018034234483,26.11087408578089,0
20.569377536544465,89.27959395898858,0.6641748882643772,15.466172854512433,25.23225245430695,0
23.6965827544817,65.39011463692573,6.565040327630777,6.407025497472551,82.95292493824854,0
1.858016508799909,67.22341498006051,3.224142119060438,3.502215385877152,38.064442395943466,0
24.301794076057533,0.5339141969688543,23.563350925567182,12.632803798500266,45.07238033908041,0
6.820964947491661,98.4871566113602,3.3749387344165616,1.809073339807008,84.29647377801183,0
2.6020637194111806,87.78326035758144,21.726847119205086,19.427053501721097,8.779062571884255,0
37.95542149013333,89.5106225730092,11.569760693282479,12.647945288242738,59.461785309104954,0
38.625281322982374,65.92445370508719,2.2013516923132794,19.717910418435117,57.82156813730378,0
32.33589392465844,34.47869286545365,24.381901482947573,6.777868469572721,42.521456926667526,0
12.184550766934827,89.36486490904808,17.3889171070984,19.424103223807958,82.9774641424093,0
3.906884560255355,29.151692815119233,7.072845385907192,2.9112449545724717,94.28900613356926,0
27.369321060486275,56.271154334220284,26.840435229980038,0.813895446940569,46.533586191361074,0
17.606099749584054,9.97309723438824,1.3577494161165438,0.6596812090920512,45.614705099839966,0
4.881529393791153,92.19556301327502,6.054588245932887,9.297407411984542,50.20637296707447,0
19.807076404450807,14.077045777121333,22.56140783417583,1.6600839495718955,72.31240308330615,0
1.3755408446087358,22.489680573040726,21.281337909296674,10.243357683352034,66.80602906989623,0
36.372816083151285,55.813415812821496,8.67815081173434,6.5500100701780095,22.283494920688707,0
10.351199264000677,76.40930002129815,1.8607462605834935,6.712579849482312,6.389534859934331,0
26.50089137415928,61.93513059362989,25.742342166748315,12.712179930903396,94.92541298167893,0
12.468443043576439,23.213391280015617,9.410929142097078,3.2619601230324036,26.106975973370428,0
20.802720847112433,0.09430425274903342,5.871402447847957,15.33106740679462,63.85966846905917,0
21.868411173731186,75.71505803074392,15.481854670829312,11.640618395572695,82.84380027437224,0
7.394178221021082,98.52073259110938,27.30681597847342,18.29889257695022,30.027675054718628,0
38.783385110582344,80.99131203060904,1.3063973353012603,7.296813075350467,63.543341365692875,0
31.005312934444582,46.02066181566153,22.97412264092663,19.65429984134251,10.790024114922492,0
37.579957662567566,90.37672613991066,17.17419683816127,11.516552934280464,96.99314443756607,0
35.79309401710595,40.984767311835,12.763473496554509,19.468039123750675,5.815827505062588,0
23.915999152443405,52.493408424346754,22.3224133231518,0.5412130809423066,43.81746738409763,0
36.87496940092467,47.712976739568326,28.97473273324897,14.559526448247759,53.68192420600233,0
3.53970008207678,44.762387266552494,6.876186334880731,16.332430485854726,79.0481778663364,0
7.839314496765808,77.51907692939058,4.309420952163588,1.0634657335297515,12.112851707242122,0
1.8090915564215226,52.676890726949196,27.386452356680913,11.579393280324915,44.080797385517656,0
13.013213230530575,31.671712202521608,20.068592323719113,16.03884587178897,29.971156954345236,0
15.547091587579281,25.81581676584783,13.13958064685898,11.220774504461454,31.201071569334005,0
10.853961270955836,3.7747316967433386,17.19778710792849,1.2762718081093327,77.87879160652508,0
33.14950036607718,58.3195161883046,22.36841715528732,13.868944817966229,0.5460945031833142,0
14.270133067743572,22.99614154010342,23.190956961171516,1.2119382934661727,74.90836413359662,0
11.23738038749523,14.813392201638308,27.596825424568937,16.34937790032877,81.03984301231063,0
21.70784332632994,65.38299638276777,12.80528366686868,0.8606836661338879,90.1362243842069,0
5.636968998990506,68.12092578215488,8.802327300581851,2.747947620207416,62.68818032304835,0
