Precipitation,River_Discharge,River_Stage,Weather_Forecast,Soil_Moisture,Flood_Occurrence
37.454011884736246,186.82040923334924,7.299983109899704,25.525782734886956,29.89120412044165,0
95.07143064099162,166.45604811570163,1.8451199559871156,18.371698141367723,9.481777516205803,0
73.1993941811405,88.07695625143003,3.4663969436988618,38.57994099455763,12.635922497221596,0
59.86584841970366,303.633335050744,6.632806368578183,8.759138039369528,18.06711281809218,0
15.601864044243651,238.31208025431445,4.820893445244799,23.514256639957626,20.365333436494836,0
15.599452033620265,432.85049616200183,7.385710386348938,28.008400599608905,24.226180921054407,0
5.8083612168199465,16.054790241029128,9.612079012228596,33.022579573815264,25.54600289634944,0
86.61761457749351,321.9339637775632,1.165466877151975,16.278841217120284,45.57163454875359,0
60.11150117432088,381.47443925578057,7.095677163980609,27.47687630629926,50.95731908260412,0
70.80725777960456,379.7432845941535,2.303441556321145,12.128058855371311,30.887920812635596,0
2.0584494295802447,443.03698354776253,4.144767274075693,17.419043694472812,90.72964199207281,0
96.99098521619943,364.516871414747,0.32862725795139824,35.82508524813597,55.31397233389546,0
83.24426408004217,463.90503082384816,1.3590738229269894,37.996304373238175,78.74769280334067,0
21.233911067827616,166.32829991044574,3.197772890488997,28.75269387709059,92.42378324208434,0
18.182496720710063,251.60470837577154,3.4198580528798495,14.974075631047402,16.31351145758052,0
18.34045098534338,7.039831641445337,8.995852164620958,32.80231159898656,42.78744837156345,0
30.42422429595377,3.4787936516456064,7.418129092665151,1.0346832690168073,43.32104017146088,0
52.475643163223786,120.06331022575995,9.72182968187041,4.109836421576842,35.44722504383542,0
43.194501864211574,50.40359856954263,5.9907151033524055,26.454949455014443,0.890586655163994,0
29.122914019804192,130.10568396787681,2.41713732091318,11.649943010802296,81.59721077780951,0
61.18528947223795,88.5216472641987,3.276550299216429,38.05544873601911,11.15593215539028,0
13.949386065204184,14.26001241932412,3.198359232919671,17.44242448369219,99.54805979217589,0
29.214464853521815,454.6520732030247,3.2649432766325157,17.17459281556708,77.29584919111817,0
36.63618432936917,4.111565694445762,6.729641731118157,27.12318040763725,58.00100176065145,0
45.606998421703594,368.0410721685427,5.308079280904162,30.702742492247587,15.460641774159745,0
78.51759613930136,76.07394345975827,3.854241780866443,19.02234952500546,51.5392971393247,0
19.967378215835975,456.1148109998,1.490897687287166,8.560036068468966,26.11087408578089,0
51.42344384136116,446.39796979494287,0.22139162942145907,30.932345709024865,25.23225245430695,0
59.24145688620425,326.9505731846287,2.188346775876926,12.814050994945102,82.95292493824854,0
4.645041271999773,336.11707490030255,1.0747140396868127,7.004430771754304,38.064442395943466,0
60.75448519014384,2.6695709848442717,7.854450308522393,25.265607597000532,45.07238033908041,0
17.052412368729154,492.43578305680103,1.1249795781388539,3.618146679614016,84.29647377801183,0
6.505159298527952,438.9163017879072,7.242282373068361,38.854107003442195,8.779062571884255,0
94.88855372533332,447.553112865046,3.8565868977608266,25.295890576485476,59.461785309104954,0
96.56320330745594,329.62226852543597,0.7337838974377597,39.435820836870235,57.82156813730378,0
80.83973481164611,172.39346432726828,8.127300494315858,13.555736939145442,42.521456926667526,0
30.46137691733707,446.8243245452404,5.7963057023661335,38.848206447615915,82.9774641424093,0
9.767211400638388,145.75846407559618,2.3576151286357305,5.822489909144943,94.28900613356926,0
68.42330265121569,281.3557716711014,8.946811743326679,1.627790893881138,46.533586191361074,0
44.01524937396013,49.8654861719412,0.4525831387055146,1.3193624181841024,45.614705099839966,0
12.203823484477883,460.97781506637506,2.018196081977629,18.594814823969084,50.20637296707447,0
49.51769101112702,70.38522888560667,7.52046927805861,3.320167899143791,72.31240308330615,0
3.4388521115218396,112.44840286520363,7.093779303098891,20.48671536670407,66.80602906989623,0
90.9320402078782,279.0670790641075,2.8927169372447805,13.100020140356019,22.283494920688707,0
25.87799816000169,382.0465001064908,0.6202487535278312,13.425159698964624,6.389534859934331,0
66.2522284353982,309.67565296814945,8.580780722249438,25.424359861806792,94.92541298167893,0
31.171107608941096,116.06695640007808,3.136976380699026,6.523920246064807,26.106975973370428,0
52.00680211778108,0.4715212637451671,1.9571341492826522,30.66213481358924,63.85966846905917,0
54.67102793432797,378.5752901537196,5.160618223609771,23.28123679114539,82.84380027437224,0
18.485445552552704,492.60366295554684,9.102271992824473,36.59778515390044,30.027675054718628,0
96.95846277645586,404.9565601530452,0.43546577843375345,14.593626150700935,63.543341365692875,0
77.51328233611146,230.10330907830766,7.658040880308877,39.30859968268502,10.790024114922492,0
93.9498941564189,451.8836306995533,5.724732279387089,23.033105868560927,96.99314443756607,0
89.48273504276489,204.92383655917502,4.25449116551817,38.93607824750135,5.815827505062588,0
59.78999788110851,262.46704212173375,7.4408044410506005,1.0824261618846132,43.81746738409763,0
